threshold,f1_score_train,precision_score_train,recall_score_train
0.00014888233423477164,0.2743417023882425,0.1589779985805536,1.0
0.010148882334234771,0.42156203790832103,0.2670754556293647,1.0
0.02014888233423477,0.4535455861070912,0.2933358292774242,0.9993622448979592
0.03014888233423477,0.4820465402989675,0.3178215809794757,0.9974489795918368
0.040148882334234776,0.5133847922483166,0.34571997345719974,0.9968112244897959
0.05014888233423478,0.5498500088230104,0.38009270553793606,0.9936224489795918
0.06014888233423477,0.5800299177262528,0.4103174603174603,0.9891581632653061
0.07014888233423477,0.6082840236686391,0.44031981724728725,0.9834183673469388
0.08014888233423477,0.6316656372246243,0.466403162055336,0.9783163265306123
0.09014888233423476,0.6507258753202391,0.4890885750962773,0.9719387755102041
0.10014888233423477,0.6665200175978883,0.5087306917394224,0.9661989795918368
0.11014888233423477,0.6811397557666214,0.5276804484933427,0.9604591836734694
0.12014888233423476,0.689830901088719,0.5416515096398691,0.9496173469387755
0.13014888233423477,0.6994096812278631,0.5553055868016498,0.9445153061224489
0.14014888233423478,0.706983441324694,0.5667564447864564,0.9394132653061225
0.15014888233423476,0.7140077821011673,0.5770440251572327,0.9362244897959183
0.16014888233423477,0.71964461994077,0.5869565217391305,0.9298469387755102
0.17014888233423478,0.7235853780671007,0.5956306677658697,0.9215561224489796
0.18014888233423476,0.7277340776452677,0.6042983565107459,0.9145408163265306
0.19014888233423477,0.7322713257965056,0.6131669535283993,0.9088010204081632
0.20014888233423478,0.7380208333333333,0.6236795774647887,0.9036989795918368
0.21014888233423476,0.7411702688455456,0.6316262353998203,0.8966836734693877
0.22014888233423477,0.7483974358974359,0.6438419117647058,0.8934948979591837
0.23014888233423478,0.7526244952893674,0.6511411271541686,0.8915816326530612
0.24014888233423476,0.7553017944535073,0.6582938388625592,0.8858418367346939
0.25014888233423477,0.759681406207086,0.6671490593342981,0.8820153061224489
0.2601488823342348,0.7637773469952922,0.67498776309349,0.8794642857142857
0.2701488823342348,0.768713204373423,0.6858429214607303,0.8743622448979592
0.2801488823342348,0.7760090960773167,0.7,0.8705357142857143
0.29014888233423475,0.7800114876507753,0.709508881922675,0.8660714285714286
0.30014888233423476,0.7853403141361258,0.7219251336898396,0.860969387755102
0.31014888233423477,0.7882697947214076,0.7296416938110749,0.8571428571428571
0.3201488823342348,0.787429587903943,0.7357340720221607,0.8469387755102041
0.3301488823342348,0.7899461400359065,0.7440811724915445,0.8418367346938775
0.3401488823342348,0.7921450151057402,0.7525832376578645,0.8360969387755102
0.3501488823342348,0.7929246721561453,0.7597895967270601,0.8290816326530612
0.36014888233423475,0.7932411674347157,0.7652637818612922,0.8233418367346939
0.37014888233423476,0.7945460179733499,0.7727546714888487,0.8176020408163265
0.3801488823342348,0.79136690647482,0.7765500306936771,0.8067602040816326
0.3901488823342348,0.7891242491305722,0.7824451410658307,0.7959183673469388
0.4001488823342348,0.7914676854504935,0.7902097902097902,0.7927295918367347
0.4101488823342348,0.79127925617185,0.7956157317859446,0.7869897959183674
0.42014888233423475,0.7895247332686712,0.800655737704918,0.7786989795918368
0.43014888233423476,0.7894565571103156,0.8059800664451827,0.7735969387755102
0.44014888233423477,0.7910643889618924,0.8157181571815718,0.7678571428571429
0.4501488823342348,0.7854063018242122,0.8182446440912232,0.7551020408163265
0.4601488823342348,0.7848778855804617,0.8254750175932442,0.7480867346938775
0.4701488823342348,0.7840486650895573,0.8339324227174695,0.7397959183673469
0.48014888233423475,0.785276073619632,0.8433382137628112,0.7346938775510204
0.49014888233423476,0.7834767641996557,0.8511593118922962,0.7257653061224489
0.5001488823342348,0.7830614370010412,0.8591012947448591,0.7193877551020408
0.5101488823342348,0.7825479930191972,0.8643022359290671,0.7149234693877551
0.5201488823342348,0.7784431137724551,0.8693941778127459,0.704719387755102
0.5301488823342348,0.7750177430801989,0.8736,0.6964285714285714
0.5401488823342349,0.7730192719486081,0.8776337115072933,0.6906887755102041
0.5501488823342349,0.7703383729301656,0.8842975206611571,0.6823979591836735
0.5601488823342349,0.7650909090909092,0.8900169204737732,0.6709183673469388
