fpr,tpr,thresholds,AUC
0.0,0.0,1.9946674965786673,0.9724400774654123
0.0,0.0006377551020408163,0.9946674965786672,0.9724400774654123
0.0,0.10395408163265306,0.9519937057524073,0.9724400774654123
0.00012054001928640309,0.10395408163265306,0.9518830571402669,0.9724400774654123
0.00012054001928640309,0.2072704081632653,0.9045922546721411,0.9724400774654123
0.00024108003857280618,0.2072704081632653,0.9044114344912547,0.9724400774654123
0.00024108003857280618,0.27869897959183676,0.8613999459859688,0.9724400774654123
0.0003616200578592093,0.27869897959183676,0.8612233886540802,0.9724400774654123
0.0003616200578592093,0.2971938775510204,0.8492303254365401,0.9724400774654123
0.00048216007714561236,0.2971938775510204,0.8490182117386006,0.9724400774654123
0.00048216007714561236,0.34885204081632654,0.8166282435254413,0.9724400774654123
0.0006027000964320154,0.34885204081632654,0.8161616352802843,0.9724400774654123
0.0006027000964320154,0.35459183673469385,0.8117040471929896,0.9724400774654123
0.0007232401157184186,0.35459183673469385,0.811030016569118,0.9724400774654123
0.0007232401157184186,0.36096938775510207,0.806965155646813,0.9724400774654123
0.0008437801350048216,0.36096938775510207,0.8067908374559856,0.9724400774654123
0.0008437801350048216,0.3635204081632653,0.8052900724611581,0.9724400774654123
0.0009643201542912247,0.3635204081632653,0.8045981592461617,0.9724400774654123
0.0009643201542912247,0.38903061224489793,0.789621183572572,0.9724400774654123
0.0010848601735776277,0.38903061224489793,0.7894320879688008,0.9724400774654123
0.0010848601735776277,0.39732142857142855,0.7840947340643745,0.9724400774654123
0.0012054001928640309,0.39732142857142855,0.7839026852151045,0.9724400774654123
0.0012054001928640309,0.40114795918367346,0.7822597915820203,0.9724400774654123
0.001325940212150434,0.40114795918367346,0.7822460878365847,0.9724400774654123
0.001325940212150434,0.40880102040816324,0.7755347491758107,0.9724400774654123
0.0014464802314368371,0.40880102040816324,0.7753712580736256,0.9724400774654123
0.0014464802314368371,0.42091836734693877,0.7670263765598427,0.9724400774654123
0.0016875602700096432,0.42091836734693877,0.7667665408639166,0.9724400774654123
0.0016875602700096432,0.42538265306122447,0.7659593161701679,0.9724400774654123
0.0018081002892960463,0.42538265306122447,0.7648725042657676,0.9724400774654123
0.0018081002892960463,0.43558673469387754,0.7586507307062967,0.9724400774654123
0.0019286403085824494,0.43558673469387754,0.7585704301006935,0.9724400774654123
